pick1,pick2,pick3,pick4,pick5,result,poke_avg,cc_avg,mobilidade_avg,tipo_predito
Gwen,Xin Zhao,Neeko,Akali,Kai'Sa,0,0.546,0.6,0.826,PEEL
Varus,Nidalee,Pyke,Ahri,Wukong,1,0.54,0.6,0.85,FLEX
Neeko,Vi,Ambessa,Corki,Ryze,0,0.5780000000000001,0.8,0.7979999999999998, POKE
Jayce,Varus,Xin Zhao,Karma,Cassiopeia,1,0.658,0.6,0.788, POKE
Jayce,Xayah,Rakan,Lillia,Gnar,0,0.582,0.6,0.834, PEEL
Lucian,Wukong,Braum,Aatrox,Zoe,1,0.484,0.6,0.842,FLEX
Ezreal,Sejuani,Yone,Rakan,Rumble,0,0.5239999999999999,0.6,0.8300000000000001,PEEL
Sivir,Ryze,Viego,Rell,Sett,1,0.484,0.6,0.804,PEEL
Azir,K'Sante,Trundle,Corki,Nautilus,0,0.506,0.8,0.762, SIEGE
Rumble,Pantheon,Ahri,Lucian,Braum,1,0.536,0.6,0.8140000000000001,PEEL
Yone,Sejuani,Gwen,Rell,Jhin,1,0.476,0.6,0.7819999999999998, PEEL
Miss Fortune,Aurora,Cassiopeia,Kha'Zix,Braum,0,0.5559999999999999,0.6,0.766, BURST
Xin Zhao,Smolder,Rakan,Ambessa,Akali,1,0.394,0.8,0.858,TEAMFIGHT
Senna,Rell,Gwen,Viego,Ryze,0,0.55,0.8,0.782, POKE
Taliyah,Vi,Ezreal,Rakan,Renekton,0,0.522,0.6,0.8460000000000001,FLEX
Xin Zhao,Hwei,Sivir,Ambessa,Lulu,1,0.538,0.8,0.8139999999999998,PEEL
Taliyah,Wukong,Sion,Kalista,Renata Glasc,1,0.5039999999999999,0.6,0.798, POKE
Hwei,Maokai,Jhin,Leona,Fiora,0,0.434,0.6,0.784, PEEL
Sion,Viktor,Aphelios,Dr. Mundo,Renata Glasc,0,0.4640000000000001,0.8,0.7539999999999999, SIEGE
Jinx,Camille,Orianna,Wukong,Milio,1,0.576,0.8,0.8320000000000001, PEEL
Nautilus,Naafiri,Tristana,Jax,LeBlanc,1,0.43600000000000005,0.2,0.8460000000000001, SCALING
Senna,Ahri,Shyvana,Leona,Illaoi,0,0.4760000000000001,1.0,0.8019999999999999,PEEL
Sion,Xin Zhao,Viktor,Corki,Elise,0,0.47400000000000003,0.8,0.796, PEEL
Neeko,Ryze,Ornn,Kalista,Wukong,1,0.53,0.8,0.798, POKE
Gwen,Jhin,Nocturne,Akali,Rakan,1,0.54,0.4,0.8300000000000001, BURST
Rumble,Varus,Ahri,Alistar,Jarvan IV,0,0.536,0.8,0.8099999999999999, POKE
Ambessa,Neeko,Varus,Jax,Ahri,1,0.576,0.6,0.82,PEEL
Renekton,Taliyah,Galio,Sivir,Cassiopeia,0,0.554,0.6,0.762, SIEGE
Taliyah,Yorick,Sejuani,Leona,Ezreal,0,0.454,0.6,0.782, PEEL
Azir,Skarner,Renekton,Lucian,Bard,1,0.554,0.8,0.812,PEEL
Braum,Lee Sin,Lucian,Aurora,Aatrox,1,0.47800000000000004,0.8,0.8200000000000001,PEEL
Ashe,Gwen,Rell,Akali,Kled,0,0.48,0.8,0.798, PEEL
Gwen,Vi,Aurora,Corki,Rell,1,0.53,0.8,0.7859999999999999, POKE
Sejuani,Rumble,Yone,Lucian,Braum,0,0.466,0.6,0.798, PEEL
Ambessa,Pantheon,Aurora,Xayah,Braum,0,0.504,0.6,0.8, POKE
Twisted Fate,Trundle,Camille,Rell,Ziggs,1,0.504,0.6,0.762, SIEGE
Pantheon,Taliyah,Ezreal,Sett,Alistar,1,0.47400000000000003,0.4,0.8280000000000001, BURST
Gwen,Nocturne,Aurora,Jhin,Nautilus,0,0.55,0.6,0.7759999999999999, POKE
Taliyah,Poppy,Ambessa,Leona,Miss Fortune,0,0.49799999999999994,0.6,0.776, POKE
Sion,Pantheon,Ryze,Nautilus,Jhin,1,0.466,0.6,0.76, SIEGE
Pantheon,Taliyah,Rumble,Aphelios,Alistar,1,0.502,0.4,0.7839999999999999, WOMBOCOMBO
Ryze,Trundle,Sion,Senna,Rell,0,0.458,1.0,0.7539999999999999, SIEGE
Vi,Varus,Ahri,Renata Glasc,Rumble,0,0.584,0.8,0.808, POKE
Corki,Ivern,Rell,Lucian,Ornn,1,0.53,0.6,0.792, POKE
Jayce,Ezreal,Karma,Skarner,Sylas,1,0.598,0.6,0.818,PEEL
Wukong,Annie,Ornn,Sivir,Milio,0,0.546,0.8,0.7739999999999999, POKE
Gwen,Poppy,Azir,Jhin,Braum,0,0.5820000000000001,0.8,0.7579999999999999, BURST
Lucian,Lee Sin,Viktor,Gnar,Rakan,1,0.5299999999999999,0.8,0.8299999999999998,PEEL
Rumble,Jhin,Nautilus,Sylas,Viego,0,0.502,0.6,0.798, POKE
Ryze,Varus,Xin Zhao,Braum,Akali,1,0.4720000000000001,0.6,0.798, PEEL
Varus,Renata Glasc,Galio,Zed,Jax,1,0.454,0.4,0.804, BURST
Rakan,Trundle,Xayah,Gnar,Cassiopeia,0,0.5279999999999999,0.8,0.794, POKE
Jayce,Senna,Alistar,Annie,Trundle,0,0.5740000000000001,0.8,0.7619999999999999, BURST
Taliyah,Sion,Vi,Ezreal,Leona,1,0.466,0.6,0.798, PEEL
Taliyah,Zeri,Lulu,Naafiri,Ornn,1,0.514,0.4,0.8140000000000001, BURST
Sejuani,Lucian,Nami,Syndra,Aatrox,0,0.516,0.8,0.808, POKE
Varus,Wukong,Orianna,K'Sante,Nautilus,1,0.45599999999999996,0.8,0.7759999999999999, PEEL
Ezreal,Pantheon,Sion,LeBlanc,Leona,0,0.42799999999999994,0.4,0.8140000000000001, BURST
Naafiri,Ezreal,Gwen,Nautilus,Vel'Koz,1,0.5559999999999999,0.6,0.798, POKE
Zed,Varus,Jayce,Mel,Leona,0,0.578,0.4,0.7859999999999999,MAPA
Varus,Jarvan IV,Orianna,Alistar,Sion,0,0.45599999999999996,0.8,0.7779999999999999, PEEL
Jhin,Rumble,Rell,LeBlanc,Naafiri,1,0.512,0.4,0.808, BURST
Rumble,Miss Fortune,Skarner,Corki,Alistar,0,0.5660000000000001,0.6,0.7739999999999999, POKE
Ezreal,Sion,Leona,Trundle,Ryze,1,0.458,0.8,0.776, PEEL
Azir,Trundle,Jax,Rell,Corki,1,0.514,0.6,0.79, POKE
Xin Zhao,Ahri,Ambessa,Jhin,Rakan,0,0.568,0.8,0.8459999999999999,FLEX
Vi,Ahri,Jhin,Rakan,Gnar,0,0.5459999999999999,0.8,0.834,FLEX
Taliyah,Varus,Xin Zhao,Sion,Renata Glasc,1,0.5040000000000001,0.6,0.776, POKE
Vi,Rell,Miss Fortune,Ambessa,Syndra,1,0.52,0.8,0.798, POKE
Xin Zhao,Neeko,Xayah,Mel,Ornn,0,0.5359999999999999,0.8,0.7979999999999999, POKE
Sejuani,Renekton,Viktor,Aphelios,Lulu,0,0.46799999999999997,0.8,0.788, PEEL
Kalista,Maokai,Hwei,Nidalee,Thresh,1,0.49000000000000005,0.6,0.8,PEEL
Pantheon,Kai'Sa,Neeko,K'Sante,Sylas,0,0.48199999999999993,0.6,0.8160000000000001,PEEL
Wukong,Hwei,Nautilus,Shen,Sivir,1,0.442,0.8,0.784, PEEL
Ryze,Viego,Yorick,Ezreal,Alistar,0,0.48,0.6,0.8160000000000001,PEEL
Wukong,Orianna,Jax,Miss Fortune,Rell,1,0.47400000000000003,0.6,0.808,PEEL
Varus,Wukong,Braum,K'Sante,Ahri,1,0.462,0.8,0.8019999999999999,PEEL
Rell,Vi,Kai'Sa,Renekton,Ryze,0,0.4640000000000001,0.8,0.82,PEEL
Miss Fortune,Lux,Neeko,Viego,Renekton,1,0.61,0.6,0.8019999999999999, POKE
Jhin,Syndra,Rell,Xin Zhao,Gwen,0,0.546,0.8,0.782, POKE
Karma,Skarner,Caitlyn,Fiora,Galio,1,0.504,0.6,0.7959999999999999, POKE
Nocturne,Neeko,Miss Fortune,Aatrox,Ryze,0,0.572,0.6,0.808, POKE
Orianna,Rell,Gnar,Viego,Senna,1,0.502,0.8,0.782, POKE
Viktor,Xin Zhao,Smolder,Ambessa,Zilean,0,0.404,1.0,0.8099999999999999,ENGAGE
Gwen,Karma,Ashe,Galio,Naafiri,0,0.5780000000000001,0.8,0.798, POKE
Neeko,Ambessa,Kai'Sa,Annie,Nocturne,1,0.588,0.6,0.8019999999999999, POKE
Hwei,Wukong,Mel,Yorick,Thresh,0,0.4,1.0,0.7899999999999998,SPLIT
Varus,Vi,Galio,Rell,Ambessa,1,0.446,0.8,0.7939999999999998, PEEL
Aurora,Smolder,Leona,Skarner,K'Sante,1,0.33999999999999997,1.0,0.7700000000000001, FLEX
Nautilus,Senna,Sylas,Renekton,Poppy,0,0.41,1.0,0.792,SPLIT
Naafiri,Miss Fortune,Neeko,Aurora,Shen,1,0.55,0.6,0.7859999999999999, POKE
Pantheon,Tristana,Fiddlesticks,Hwei,Jayce,0,0.564,0.4,0.806, BURST
Neeko,Miss Fortune,Viego,Lux,Camille,0,0.642,0.6,0.8019999999999999,PEEL
Varus,Nautilus,Nidalee,Viktor,Renekton,1,0.522,0.6,0.7859999999999999, POKE
Taliyah,Poppy,Rell,Renekton,Ziggs,1,0.458,0.6,0.762, SIEGE
Pantheon,Senna,Nautilus,Orianna,Cho'Gath,0,0.48200000000000004,0.8,0.76, SIEGE
Azir,Kai'Sa,Neeko,Aatrox,Skarner,0,0.594,0.8,0.8019999999999999, POKE
Varus,Wukong,Sylas,Sion,Bard,1,0.45600000000000007,0.8,0.8140000000000001,PEEL
Yone,Galio,Maokai,Ezreal,Karma,1,0.49799999999999994,0.6,0.8140000000000001,PEEL
Aurora,Rumble,Trundle,Kalista,Renata Glasc,0,0.57,0.8,0.782, POKE
Vi,Ahri,Jayce,Miss Fortune,Rell,0,0.588,0.6,0.8160000000000001,PEEL
Gwen,Neeko,Kalista,Wukong,Sylas,1,0.5559999999999999,0.8,0.826,PEEL
Sion,Xin Zhao,Viktor,Jhin,Nautilus,0,0.466,0.8,0.77, SIEGE
Ryze,Varus,Pantheon,Poppy,Ambessa,1,0.5040000000000001,0.6,0.7839999999999999, POKE
Rumble,Trundle,Viktor,Kai'Sa,Alistar,1,0.522,0.8,0.794, POKE
Galio,Xin Zhao,Akali,Lucian,Rakan,0,0.4619999999999999,0.6,0.852, SIEGE
Annie,Xayah,Rakan,K'Sante,Lee Sin,1,0.504,0.8,0.8160000000000001,PEEL
Nidalee,Lucian,Braum,Galio,Gnar,0,0.48199999999999993,0.6,0.792, PEEL
Vi,Zeri,Ahri,Aatrox,Rell,1,0.484,0.8,0.8560000000000001,FLEX
Viego,Jhin,Annie,Poppy,Gnar,0,0.502,0.6,0.768, SIEGE
Gwen,Xin Zhao,Ryze,Lucian,Braum,1,0.53,0.8,0.7979999999999999, POKE
Nidalee,Ezreal,Rell,Maokai,Corki,0,0.5660000000000001,0.4,0.7959999999999999,MAPA
Xin Zhao,Rell,Lucian,K'Sante,Sylas,0,0.40800000000000003,0.8,0.826,ENGAGE
Ambessa,Braum,Ashe,Rumble,Aurora,1,0.5780000000000001,1.0,0.7659999999999998, BURST
Taliyah,Neeko,Kalista,Poppy,Cho'Gath,1,0.53,0.6,0.776, POKE
Vi,Yorick,Ahri,Senna,Nautilus,0,0.476,1.0,0.8019999999999999,PEEL
Zeri,Viego,Alistar,Ahri,Jax,0,0.48,0.4,0.868,PICKOFF
Vi,Nautilus,Tristana,Gwen,Irelia,1,0.48200000000000004,0.6,0.8200000000000001,PEEL
Rumble,Skarner,Azir,Jinx,Rakan,0,0.6199999999999999,0.8,0.806, POKE
Wukong,Kai'Sa,K'Sante,Aurelion Sol,Elise,1,0.48,0.8,0.82,PEEL
Kai'Sa,Gragas,Poppy,Elise,Fiora,1,0.43999999999999995,0.6,0.82,PEEL
Renekton,Xayah,Neeko,Lee Sin,Galio,0,0.48,0.8,0.82,PEEL
Nocturne,Xayah,Alistar,Syndra,Renekton,1,0.48,0.6,0.8320000000000001,FLEX
Aurora,Miss Fortune,Leona,Viego,Gragas,0,0.524,0.6,0.7859999999999999, POKE
Sion,Lee Sin,LeBlanc,Tristana,Shen,0,0.418,0.6,0.8240000000000001,PEEL
Camille,Trundle,Ziggs,Yasuo,Sett,1,0.458,0.6,0.806,PEEL
Pantheon,Varus,Neeko,Renekton,Lux,1,0.59,0.6,0.7879999999999999, POKE
Wukong,Ezreal,Karma,Ambessa,Ryze,0,0.594,0.8,0.8320000000000001, PEEL
Taliyah,Pantheon,Senna,Braum,K'Sante,0,0.466,0.6,0.766, SIEGE
Jhin,Ahri,Viego,Rakan,Sion,1,0.53,0.6,0.8280000000000001,PEEL
Rell,Corki,Jayce,Lillia,Veigar,0,0.5820000000000001,0.6,0.79, POKE
Alistar,Miss Fortune,Azir,Skarner,Fiora,1,0.516,0.6,0.796, POKE
Naafiri,Ashe,Orianna,Camille,Alistar,0,0.522,0.8,0.8099999999999999, POKE
Dr. Mundo,Lucian,Leona,Ahri,Jax,1,0.458,0.6,0.8299999999999998,PEEL
Xin Zhao,Kai'Sa,Lissandra,Ambessa,Rell,1,0.51,0.8,0.8160000000000001,PEEL
Trundle,Aurora,Sivir,Hwei,Alistar,0,0.508,0.8,0.78, POKE
Neeko,Ahri,Ezreal,Sion,Vi,0,0.546,0.8,0.8240000000000001,PEEL
Taliyah,Xin Zhao,Jhin,Alistar,Camille,1,0.506,0.6,0.8099999999999999, POKE
Maokai,Xayah,Rakan,Viktor,Jayce,0,0.604,0.6,0.806, POKE
Tristana,Sejuani,Hwei,Lulu,Irelia,1,0.49000000000000005,0.6,0.8239999999999998,PEEL
Vi,Mel,Nautilus,Aphelios,Ornn,0,0.434,0.8,0.77,SPLIT
Maokai,Viktor,Tahm Kench,Sivir,Camille,1,0.49000000000000005,0.8,0.7699999999999999, SIEGE
Jarvan IV,Varus,Galio,K'Sante,Orianna,0,0.472,0.8,0.7719999999999999, PEEL
Pantheon,Ahri,Leona,Lucian,Gnar,1,0.488,0.6,0.82,PEEL
Rumble,Poppy,Azir,Tristana,Rell,0,0.572,0.8,0.7859999999999999, POKE
Galio,Wukong,Annie,Senna,Leona,1,0.48200000000000004,1.0,0.768, SIEGE
Viktor,Miss Fortune,Yorick,Bard,Lee Sin,1,0.518,0.8,0.8019999999999999, POKE
Syndra,Jinx,Milio,Sion,Zac,0,0.526,0.8,0.7879999999999999, POKE
Varus,Ambessa,Braum,Skarner,Orianna,0,0.488,0.8,0.76, SIEGE
Yasuo,Rakan,Sejuani,Aatrox,Akali,1,0.362,0.6,0.852, BURST
Varus,Xin Zhao,Ambessa,Renata Glasc,Orianna,1,0.5519999999999999,0.8,0.7939999999999999, POKE
Miss Fortune,Vi,Rell,Warwick,Viktor,0,0.47400000000000003,0.8,0.8019999999999999,PEEL
Taliyah,Ashe,Ambessa,Maokai,Blitzcrank,1,0.52,0.8,0.766, SIEGE
Orianna,Trundle,Poppy,Jhin,Neeko,0,0.532,0.8,0.76, SIEGE
Jayce,Azir,Skarner,Zeri,Rakan,0,0.6619999999999999,0.6,0.8140000000000001,PEEL
Jhin,Ziggs,Dr. Mundo,Gwen,Sylas,1,0.6060000000000001,0.6,0.768, BURST
Neeko,Tristana,Aurora,Ahri,Nocturne,0,0.6199999999999999,0.6,0.8299999999999998,PEEL
Senna,Gwen,Nautilus,Maokai,Sylas,1,0.476,1.0,0.77, SIEGE
Rell,Ahri,Vi,Varus,Sion,1,0.462,0.8,0.8019999999999999,PEEL
Azir,Xin Zhao,Tahm Kench,Miss Fortune,Aatrox,0,0.546,0.8,0.812,PEEL
Corki,Ivern,Taric,Sett,Vex,0,0.502,0.8,0.792, POKE
Wukong,Braum,Senna,Renekton,Mel,1,0.48,1.0,0.792, PEEL
Wukong,Ryze,Corki,Shen,Nami,1,0.5039999999999999,0.8,0.79, POKE
Jinx,Sejuani,Alistar,Cassiopeia,Camille,0,0.48600000000000004,0.8,0.7959999999999999, PEEL
Taliyah,Skarner,Ezreal,Jayce,Braum,1,0.5660000000000001,0.4,0.7739999999999999,MAPA
Hwei,Poppy,Jhin,Leona,Sion,0,0.426,0.8,0.762,SPLIT
Azir,Kai'Sa,Neeko,Renekton,Sejuani,1,0.58,0.8,0.8019999999999999, POKE
Varus,Wukong,Sylas,Rell,Rumble,0,0.48200000000000004,0.8,0.8039999999999999,PEEL
Yone,Maokai,Ambessa,Ezreal,Karma,1,0.53,0.6,0.826,PEEL
Annie,Trundle,Aatrox,Lucian,Nami,0,0.518,0.8,0.7939999999999999, POKE
Ryze,Sion,Smolder,Rakan,Xin Zhao,0,0.404,1.0,0.818,ENGAGE
Senna,Poppy,Orianna,Alistar,Gnar,1,0.476,1.0,0.772, PEEL
Taliyah,Corki,Nautilus,Nocturne,Cho'Gath,1,0.48200000000000004,0.4,0.774, WOMBOCOMBO
Pantheon,Aurora,Jayce,Braum,Tristana,0,0.572,0.4,0.792,MAPA
Kalista,Jarvan IV,Renata Glasc,Hwei,K'Sante,0,0.48,0.8,0.8019999999999999,PEEL
Caitlyn,Viktor,Elise,Kha'Zix,Gragas,1,0.5660000000000001,0.6,0.8019999999999999, POKE
Vi,Senna,Hwei,Jayce,Nautilus,0,0.558,0.8,0.788, POKE
Poppy,Ryze,K'Sante,Ezreal,Leona,1,0.45,0.8,0.782, PEEL
Taliyah,Lucian,Braum,Wukong,Ambessa,0,0.5039999999999999,0.6,0.8099999999999999, POKE
Xin Zhao,Alistar,Ahri,Kai'Sa,Camille,1,0.502,0.8,0.858,TEAMFIGHT
Neeko,Sion,Kalista,Maokai,Viktor,1,0.514,0.8,0.7699999999999999, SIEGE
Jax,Sejuani,Miss Fortune,Blitzcrank,Sylas,0,0.426,0.6,0.808,PEEL
Varus,Yorick,Taliyah,Alistar,Viego,1,0.47000000000000003,0.4,0.794, WOMBOCOMBO
Jhin,Gragas,Ahri,Trundle,Bard,0,0.5599999999999999,0.8,0.8019999999999999, POKE
Azir,Jayce,Poppy,Rell,Corki,0,0.6140000000000001,0.6,0.772, POKE
Naafiri,Ezreal,Taliyah,Ambessa,Nautilus,1,0.524,0.4,0.8099999999999999, BURST
Pantheon,Ahri,Ashe,Akali,Rakan,1,0.542,0.6,0.8459999999999999,FLEX
Azir,Sejuani,Ezreal,Gwen,Karma,0,0.662,0.8,0.8019999999999999,PEEL
Rell,Sylas,Miss Fortune,Shen,Wukong,1,0.418,0.8,0.808,PEEL
Senna,Alistar,Viktor,Skarner,Gwen,0,0.524,1.0,0.766, SIEGE
Pantheon,Sylas,Rell,Sion,Sivir,0,0.418,0.6,0.788, PEEL
Ahri,Varus,Vi,Rakan,Shen,1,0.51,0.8,0.834,FLEX
Neeko,Miss Fortune,Ambessa,Wukong,Aurora,0,0.588,0.8,0.798, POKE
Varus,Viego,Leona,Jayce,Galio,1,0.524,0.4,0.7859999999999999, WOMBOCOMBO
Maokai,Corki,Trundle,Viktor,Urgot,0,0.47000000000000003,0.6,0.758, SIEGE
Xin Zhao,Miss Fortune,Nautilus,Syndra,Aatrox,1,0.49399999999999994,0.8,0.8019999999999999,PEEL
Azir,Miss Fortune,Rell,Aatrox,Xin Zhao,0,0.546,0.8,0.812,PEEL
Cho'Gath,Hwei,Braum,Tristana,Wukong,1,0.44800000000000006,0.8,0.8,PEEL
Corki,Lillia,Alistar,Renekton,Ezreal,1,0.526,0.6,0.836,FLEX
Naafiri,Miss Fortune,Nautilus,Gwen,Zed,0,0.492,0.4,0.8019999999999999, BURST
,,,,,1,0.0,0.0,0.0, TEAMFIGHT
,,,,,0,0.0,0.0,0.0, TEAMFIGHT
Viego,Mel,Neeko,Rakan,Gnar,1,0.5039999999999999,0.8,0.808, POKE
Varus,Maokai,Nautilus,Ezreal,Hwei,0,0.542,0.6,0.7779999999999999, POKE
Taliyah,Xayah,Rakan,Naafiri,Sion,1,0.514,0.4,0.8240000000000001, BURST
Vi,Rell,Orianna,Jinx,Gwen,0,0.53,0.8,0.8039999999999999, POKE
Lucian,Nami,Twisted Fate,Ambessa,Nocturne,0,0.568,0.4,0.82, BURST
Aphelios,Lulu,Galio,Lee Sin,Darius,1,0.42200000000000004,0.8,0.7939999999999999, PEEL
Leona,Dr. Mundo,Smolder,Wukong,Hwei,1,0.336,1.0,0.806,ENGAGE
Alistar,Skarner,Fiora,Jinx,Ryze,0,0.44800000000000006,0.6,0.8099999999999999,PEEL
,,,,,1,0.0,0.0,0.0, TEAMFIGHT
,,,,,0,0.0,0.0,0.0, TEAMFIGHT
Ezreal,Shen,Leona,Dr. Mundo,Ryze,0,0.454,0.8,0.7819999999999998, PEEL
Zeri,Poppy,Rakan,Jax,Cassiopeia,1,0.502,0.6,0.82,PEEL
Ahri,Skarner,Aatrox,Jhin,Maokai,1,0.47800000000000004,0.8,0.796, PEEL
Kai'Sa,Wukong,Renekton,Twisted Fate,Bard,0,0.518,0.6,0.836,FLEX
Varus,Pantheon,Leona,Azir,Akali,1,0.53,0.4,0.798,MAPA
Mel,Rell,Gwen,Jarvan IV,Miss Fortune,0,0.546,0.8,0.776, POKE
Gwen,Corki,Skarner,Poppy,Hwei,0,0.49000000000000005,0.8,0.766, SIEGE
Rumble,Vi,Kai'Sa,Rakan,Orianna,1,0.578,0.8,0.8300000000000001,PEEL
Volibear,Sivir,Zilean,Kindred,Milio,1,0.5359999999999999,0.6,0.794, POKE
Corki,Sejuani,Sylas,Neeko,Caitlyn,0,0.616,0.6,0.79, POKE
Vi,Aurora,Ezreal,Alistar,Sion,0,0.466,0.8,0.8099999999999999,PEEL
Xin Zhao,Taliyah,Xayah,Rell,Ambessa,1,0.5039999999999999,0.6,0.8160000000000001,PEEL
