pick1,pick2,pick3,pick4,pick5,result,poke_avg,cc_avg,mobilidade_avg,tipo_predito
Vi,Bard,Ezreal,Ambessa,Sylas,1,0.514,0.8,0.8539999999999999,FLEX
Wukong,Rakan,Sivir,Ahri,Viego,0,0.546,0.6,0.8560000000000001, TEAMFIGHT
Varus,Alistar,Sion,Kayn,Aurora,0,0.466,0.6,0.788, PEEL
Senna,Rell,Aatrox,Lillia,Azir,1,0.5559999999999999,1.0,0.808, POKE
Yone,Ivern,Nautilus,Syndra,K'Sante,1,0.404,0.8,0.7879999999999999,SPLIT
Renekton,Sejuani,Neeko,Tristana,Cho'Gath,0,0.4640000000000001,0.8,0.792, PEEL
Neeko,Nocturne,Orianna,Corki,Shen,1,0.54,0.6,0.7859999999999999, POKE
Karma,Jhin,Ryze,Jarvan IV,Cho'Gath,0,0.562,0.8,0.782, POKE
Varus,Sejuani,Taliyah,Nautilus,Renekton,1,0.44800000000000006,0.6,0.77, SIEGE
Maokai,Ezreal,Jayce,Rell,Mel,0,0.572,0.6,0.7799999999999999, POKE
Pantheon,Annie,Jax,Zeri,Rakan,1,0.5119999999999999,0.4,0.8320000000000001, SPLIT
Wukong,Ryze,K'Sante,Jhin,Leona,0,0.466,0.8,0.7819999999999998, PEEL
Azir,Vi,Renekton,Braum,Miss Fortune,0,0.532,0.8,0.8, POKE
Xin Zhao,Ahri,Ornn,Xayah,Rakan,1,0.51,0.8,0.85,FLEX
Yasuo,Gragas,Pyke,Vayne,Mordekaiser,1,0.4600000000000001,0.6,0.8300000000000001,PEEL
Sion,Senna,Tahm Kench,Trundle,Akali,0,0.4,0.8,0.776,SPLIT
Varus,Vi,Gwen,Ahri,Rakan,0,0.584,0.8,0.834, PEEL
Yorick,Nocturne,Orianna,Ezreal,Galio,1,0.496,0.6,0.8039999999999999, POKE
Pantheon,Rumble,Annie,Alistar,Smolder,1,0.43,0.8,0.7859999999999999, PEEL
Miss Fortune,Wukong,Ambessa,Taliyah,Seraphine,0,0.594,0.6,0.7979999999999998, POKE
Vi,Neeko,Kalista,Vex,Nidalee,0,0.61,0.6,0.82,PEEL
Yorick,Naafiri,Aurora,Corki,Alistar,1,0.47000000000000003,0.6,0.7979999999999999, PEEL
Rumble,Poppy,Ryze,Jhin,Rell,0,0.524,0.8,0.76, SIEGE
Wukong,Ambessa,Cassiopeia,Varus,Nautilus,1,0.51,0.8,0.7739999999999999, POKE
Gwen,Rakan,Xayah,Annie,Lee Sin,1,0.5780000000000001,0.8,0.8160000000000001,PEEL
Vladimir,Ezreal,Blitzcrank,Zed,Twisted Fate,0,0.524,0.2,0.8039999999999999, BURST
Xin Zhao,Miss Fortune,Gwen,Twisted Fate,Nautilus,0,0.546,0.6,0.78, POKE
Rumble,Varus,Wukong,Taliyah,Alistar,1,0.53,0.6,0.794, POKE
Azir,Pantheon,Sion,Lucian,Nami,1,0.5619999999999999,0.6,0.796, POKE
Varus,Yone,Rumble,Rell,Wukong,0,0.48200000000000004,0.6,0.8039999999999999,PEEL
Naafiri,Ahri,Rakan,Kai'Sa,Sion,1,0.52,0.6,0.85,FLEX
Nocturne,Orianna,Gragas,Maokai,Varus,0,0.514,0.6,0.776, POKE
Senna,Vi,Rell,Sion,Ahri,0,0.472,1.0,0.8019999999999999,PEEL
Smolder,Nautilus,Xin Zhao,Azir,Dr. Mundo,1,0.41800000000000004,1.0,0.7959999999999999, PEEL
Ezreal,Skarner,Azir,Leona,Aatrox,1,0.53,0.8,0.8019999999999999, POKE
Kai'Sa,Naafiri,Ahri,Neeko,Camille,0,0.5860000000000001,0.6,0.8459999999999999, PEEL
Varus,Leona,Viktor,Wukong,K'Sante,0,0.45600000000000007,0.8,0.782, PEEL
Mel,Bard,Yone,Ivern,Jax,1,0.45999999999999996,0.6,0.8320000000000001, SIEGE
Ezreal,Trundle,Syndra,Rakan,Cho'Gath,1,0.5279999999999999,0.8,0.8019999999999999, POKE
Zeri,Xin Zhao,Orianna,Renekton,Nautilus,0,0.46399999999999997,0.8,0.818,PEEL
Rell,Neeko,Smolder,Viego,Shen,1,0.366,0.8,0.798,SPLIT
Alistar,Miss Fortune,Ryze,Vi,Olaf,0,0.47000000000000003,0.6,0.8140000000000001,PEEL
Rell,Viego,Xayah,Aurora,Renekton,0,0.47400000000000003,0.6,0.82,PEEL
Orianna,Corki,Braum,Lee Sin,Jax,1,0.46399999999999997,0.6,0.8019999999999999,PEEL
Viego,Renata Glasc,Ashe,Sylas,Ornn,0,0.48200000000000004,0.8,0.7979999999999999, PEEL
Rakan,Miss Fortune,Diana,Orianna,Olaf,1,0.538,0.4,0.8099999999999999, BURST
Corki,Maokai,Jax,Xayah,Braum,1,0.49000000000000005,0.4,0.796, WOMBOCOMBO
Tristana,Viego,Kennen,Alistar,Kai'Sa,0,0.5820000000000001,0.4,0.8379999999999999, SPLIT
Tristana,Jarvan IV,Poppy,Azir,Lulu,1,0.5619999999999999,0.8,0.8100000000000002, POKE
Jhin,Lillia,Yone,Renata Glasc,Gwen,0,0.55,0.6,0.8039999999999999, POKE
Ambessa,Trundle,Akali,Nilah,Senna,1,0.528,0.6,0.8160000000000001,PEEL
Jayce,Sejuani,Ryze,Zeri,Lulu,0,0.6040000000000001,0.6,0.8019999999999999, POKE
Ahri,Jinx,Lulu,Gnar,Lee Sin,1,0.536,0.8,0.842,FLEX
Sivir,Karma,Jarvan IV,Mel,Ambessa,0,0.6,0.8,0.7999999999999999, POKE
K'Sante,Syndra,Wukong,Ambessa,Karma,1,0.47400000000000003,1.0,0.8099999999999999,PEEL
Trundle,Lucian,Nami,Renekton,Aurora,0,0.504,0.8,0.8019999999999999, POKE
Jinx,Viktor,Skarner,Taric,Zilean,0,0.44000000000000006,0.8,0.7699999999999999, SIEGE
Xin Zhao,Zeri,Nautilus,Akali,Gnar,1,0.42400000000000004,0.6,0.8240000000000001,PEEL
Azir,Xayah,Maokai,Olaf,Rell,0,0.502,0.6,0.7959999999999999, POKE
Vi,Taliyah,Rumble,Ashe,Alistar,1,0.546,0.8,0.7939999999999998, POKE
Xin Zhao,Gwen,Lucian,Yone,Milio,0,0.5619999999999999,0.6,0.8380000000000001,FLEX
Neeko,Trundle,Jax,Caitlyn,Akali,1,0.506,0.4,0.808, BURST
Naafiri,Aurora,Sion,Renata Glasc,Kalista,1,0.514,0.6,0.798, POKE
Taliyah,Xayah,Rakan,Nocturne,Dr. Mundo,0,0.518,0.4,0.8300000000000001, BURST
Xin Zhao,Ahri,Renekton,Tristana,Pyke,1,0.47400000000000003,0.8,0.8720000000000001,TEAMFIGHT
Pantheon,Ryze,Gragas,Ezreal,Karma,0,0.594,0.6,0.8099999999999999, POKE
Varus,Sejuani,Azir,Alistar,Jax,1,0.506,0.6,0.7979999999999999, POKE
Jhin,Maokai,Mel,Leona,K'Sante,0,0.45599999999999996,0.8,0.7539999999999999, SIEGE
Vi,Sylas,Ambessa,Sivir,Alistar,1,0.466,0.8,0.8280000000000001,PEEL
Ahri,Viego,Ezreal,Leona,Camille,0,0.522,0.6,0.8459999999999999,FLEX
Pantheon,Smolder,Rell,Rumble,Syndra,0,0.43600000000000005,0.8,0.7879999999999999, PEEL
Senna,Nautilus,Wukong,Annie,Ornn,1,0.466,1.0,0.756, SIEGE
Wukong,Aphelios,Leona,Vladimir,Sion,1,0.39,0.6,0.7759999999999999,SPLIT
Senna,Brand,Braum,Aurora,Darius,0,0.556,1.0,0.7539999999999999, BURST
Nocturne,Lulu,Zeri,Sylas,Renekton,0,0.47400000000000003,0.6,0.858,FLEX
Xayah,Rakan,Vi,Ahri,Udyr,1,0.514,0.6,0.8720000000000001,TEAMFIGHT
Taliyah,Ezreal,Karma,Gnar,Ivern,0,0.6039999999999999,0.6,0.8099999999999999, POKE
Ashe,Braum,Aurora,Dr. Mundo,Yone,1,0.48600000000000004,0.8,0.776, PEEL
K'Sante,Ryze,Neeko,Senna,Poppy,0,0.524,1.0,0.76, SIEGE
Viktor,Jax,Fiora,Camille,Irelia,1,0.40599999999999997,0.4,0.842, SCALING
Vi,Sion,Ahri,Jhin,Xerath,0,0.598,0.8,0.788, POKE
Xin Zhao,Varus,Renata Glasc,Shen,Sylas,1,0.45599999999999996,0.8,0.8039999999999999,PEEL
Wukong,Xayah,Rakan,Udyr,Orianna,0,0.508,0.6,0.8459999999999999,FLEX
Annie,Nocturne,Renekton,Rell,Kalista,1,0.47400000000000003,0.6,0.806,PEEL
Varus,Viego,Braum,Sion,Ryze,0,0.466,0.6,0.7699999999999999, SIEGE
Ahri,Kai'Sa,Rakan,Nocturne,Shen,1,0.52,0.6,0.8560000000000001,TEAMFIGHT
Syndra,Jhin,Vi,Alistar,Kha'Zix,1,0.49800000000000005,0.6,0.8160000000000001,PEEL
Varus,Azir,Viego,Leona,Camille,0,0.5640000000000001,0.6,0.8019999999999999, POKE
Taliyah,Nautilus,Wukong,Miss Fortune,Jayce,1,0.5820000000000001,0.4,0.784,MAPA
Hwei,Xin Zhao,Senna,Maokai,Yorick,0,0.446,1.0,0.784, PEEL
Naafiri,Ezreal,Rumble,Nautilus,Ryze,0,0.55,0.6,0.798, POKE
Wukong,Corki,Galio,Hwei,Braum,1,0.44800000000000006,0.8,0.788, PEEL
Orianna,Lulu,Zeri,Renekton,Lillia,1,0.522,0.8,0.836,FLEX
Corki,Alistar,Syndra,Poppy,Zed,0,0.462,0.6,0.798, PEEL
Xin Zhao,Kai'Sa,Neeko,Ambessa,Mel,0,0.5839999999999999,0.8,0.8160000000000001,PEEL
Ahri,Lee Sin,Gragas,Sivir,Karma,1,0.6,0.8,0.8240000000000001,PEEL
Vi,Tristana,Azir,Ornn,Karma,0,0.594,0.8,0.818,PEEL
Ivern,Leona,Xayah,Viktor,Sett,1,0.496,0.8,0.8160000000000001,PEEL
Pantheon,Aurora,Kai'Sa,Leona,Sion,1,0.45599999999999996,0.6,0.788, PEEL
Xin Zhao,Ryze,Nautilus,Miss Fortune,Mordekaiser,0,0.48200000000000004,0.8,0.7799999999999999, PEEL
Vi,Ahri,Jhin,Blitzcrank,Gwen,0,0.562,0.8,0.808, POKE
Kindred,Ashe,Galio,Seraphine,Jax,1,0.5660000000000001,0.6,0.8039999999999999, POKE
Vi,LeBlanc,Varus,Poppy,Aatrox,1,0.43999999999999995,0.6,0.8300000000000001,PEEL
Maokai,Taliyah,Samira,Alistar,Ambessa,0,0.488,0.6,0.7999999999999999,PEEL
Tristana,Senna,Tahm Kench,Brand,Aatrox,1,0.6159999999999999,0.8,0.8039999999999999, POKE
Nocturne,Ambessa,Rumble,Rakan,Sivir,0,0.572,0.6,0.8200000000000001,PEEL
Pantheon,Sion,Zeri,Hwei,Rell,1,0.43200000000000005,0.6,0.8,PEEL
Miss Fortune,Wukong,Nautilus,Sett,Ryze,0,0.47400000000000003,0.8,0.8019999999999999,PEEL
Corki,Zyra,Zeri,Alistar,Yorick,1,0.5599999999999999,0.6,0.8019999999999999, POKE
Trundle,Ezreal,Azir,Rell,Nidalee,0,0.5900000000000001,0.6,0.8019999999999999, POKE
Skarner,Yorick,Mel,Ashe,Seraphine,0,0.546,1.0,0.7539999999999999, SIEGE
Jayce,Trundle,Corki,Tahm Kench,Gwen,1,0.564,0.6,0.768, BURST
Sejuani,Jax,Leona,Yone,Karthus,1,0.41,0.4,0.7899999999999999, WOMBOCOMBO
Xin Zhao,Rumble,Braum,Ahri,Aphelios,0,0.508,0.8,0.8019999999999999, POKE
Taliyah,Wukong,Ezreal,Galio,Leona,1,0.48200000000000004,0.6,0.8039999999999999,PEEL
Pantheon,Varus,Rumble,Orianna,Alistar,0,0.53,0.6,0.7839999999999999, POKE
Naafiri,Sylas,Miss Fortune,Ambessa,Nautilus,1,0.476,0.6,0.8140000000000001,PEEL
Syndra,Xin Zhao,Sion,Rell,Lucian,0,0.462,0.8,0.798, PEEL
Trundle,Xayah,Rakan,Gnar,Hwei,1,0.49799999999999994,0.8,0.8160000000000001,PEEL
Lillia,Corki,Braum,Aatrox,Jayce,0,0.53,0.6,0.806, POKE
Azir,Sejuani,Jax,Blitzcrank,Jhin,0,0.532,0.6,0.7859999999999999, POKE
Ahri,Cho'Gath,Lee Sin,Jinx,Maokai,1,0.47800000000000004,0.8,0.818,PEEL
Varus,Vi,Ahri,Nautilus,Irelia,1,0.488,0.6,0.8240000000000001,PEEL
Nocturne,Jhin,Aurora,Jayce,Elise,0,0.61,0.4,0.8019999999999999,MAPA
Mel,Ivern,Jax,Ashe,Braum,1,0.518,0.8,0.788, POKE
Yone,Sejuani,Rumble,Leona,Ezreal,0,0.476,0.6,0.8039999999999999,PEEL
Varus,Sion,Rell,Akali,Wukong,1,0.398,0.6,0.798,SPLIT
Ziggs,Sejuani,Leona,Yone,Cho'Gath,0,0.418,0.6,0.762,SPLIT
Pantheon,Taliyah,Renekton,Poppy,Smolder,1,0.364,0.6,0.8039999999999999,ENGAGE
Wukong,Gnar,LeBlanc,Jinx,Zilean,0,0.44399999999999995,0.6,0.8300000000000001,PEEL
Pantheon,Aatrox,Viktor,Xayah,Rakan,0,0.526,0.6,0.842,FLEX
Xin Zhao,Kalista,Orianna,Gnar,Rumble,1,0.5559999999999999,0.8,0.8039999999999999, POKE
Ambessa,Rakan,Draven,Gwen,Jarvan IV,1,0.562,0.8,0.8140000000000001,PEEL
Aatrox,Miss Fortune,Orianna,Seraphine,Kindred,0,0.6319999999999999,0.6,0.808, POKE
Azir,Wukong,Rakan,Kai'Sa,Gwen,0,0.636,0.8,0.834, PEEL
Yone,Sejuani,Nautilus,Senna,Jax,1,0.41,0.6,0.798,SPLIT
Lucian,Maokai,Nami,Gnar,Tristana,1,0.556,0.6,0.8019999999999999, POKE
Zeri,Skarner,Lulu,Aatrox,Sylas,0,0.462,0.8,0.836, SIEGE
Varus,Leona,Jarvan IV,Orianna,Darius,0,0.4600000000000001,0.8,0.7719999999999999, PEEL
Corki,Neeko,Ambessa,Nocturne,Galio,1,0.53,0.6,0.798, POKE
Azir,Ezreal,Leona,Xin Zhao,Nidalee,0,0.5980000000000001,0.6,0.8240000000000001,PEEL
Taliyah,Jhin,Wukong,Rell,Dr. Mundo,1,0.47000000000000003,0.6,0.782, PEEL
Vi,Ahri,Corki,Bard,Jayce,0,0.626,0.6,0.8320000000000001, PEEL
Ryze,Poppy,Xayah,Alistar,Ambessa,1,0.488,0.8,0.806,PEEL
Lucian,Sion,Nautilus,Viktor,Viego,0,0.466,0.6,0.792, PEEL
Rumble,Trundle,Yone,Kai'Sa,Sett,1,0.48200000000000004,0.6,0.826,PEEL
Gwen,Miss Fortune,Jarvan IV,Seraphine,Aurora,0,0.62,0.8,0.776, POKE
Yorick,Caitlyn,Braum,Naafiri,Vladimir,1,0.466,0.4,0.78, WOMBOCOMBO
Nocturne,Akali,Jax,Zeri,Lulu,0,0.4640000000000001,0.2,0.8640000000000001,PICKOFF
Ashe,Sylas,Skarner,K'Sante,LeBlanc,1,0.44400000000000006,0.8,0.8019999999999999,PEEL
Pantheon,Taliyah,Sion,Alistar,Jinx,1,0.45599999999999996,0.4,0.8, BURST
Jayce,Sejuani,Fiora,Smolder,Leona,0,0.39,0.6,0.8019999999999999,ENGAGE
Varus,Vi,Ahri,Jax,Renata Glasc,1,0.518,0.6,0.8300000000000001,PEEL
Xin Zhao,Jhin,Azir,Rell,K'Sante,0,0.524,0.8,0.7859999999999999, POKE
Azir,Skarner,Aatrox,Varus,Nautilus,0,0.52,0.8,0.7739999999999999, POKE
Viktor,Renekton,Kha'Zix,Corki,Rell,1,0.47400000000000003,0.6,0.8019999999999999,PEEL
Lucian,Nami,Viktor,Ornn,Jarvan IV,0,0.504,0.8,0.792, POKE
Pantheon,Orianna,Rumble,Caitlyn,Lux,1,0.69,0.6,0.776, POKE
Miss Fortune,Braum,Wukong,Ambessa,Hwei,0,0.49000000000000005,0.8,0.8,PEEL
Senna,Nautilus,Ryze,Lillia,Aatrox,1,0.49799999999999994,1.0,0.798, POKE
Pantheon,Xayah,Rakan,Mel,Ambessa,1,0.558,0.6,0.8320000000000001,FLEX
Wukong,Ashe,Ahri,Seraphine,Yorick,0,0.562,1.0,0.808, POKE
Corki,Maokai,Renekton,Zeri,Lulu,0,0.538,0.6,0.812,PEEL
Xayah,Rakan,Sion,Nocturne,Hwei,1,0.48999999999999994,0.6,0.8320000000000001,FLEX
Corki,Maokai,Renekton,Blitzcrank,Aurora,1,0.4640000000000001,0.8,0.774, PEEL
Lucian,Nami,Rumble,Trundle,Cassiopeia,0,0.576,0.8,0.772, POKE
Jax,K'Sante,Sivir,Karma,Syndra,1,0.5439999999999999,0.6,0.7979999999999998, POKE
Rumble,Ezreal,Alistar,Naafiri,Hwei,0,0.526,0.6,0.8240000000000001,PEEL
Azir,Varus,Poppy,Ambessa,Rell,1,0.546,0.8,0.776, POKE
Vi,Ezreal,Karma,Ziggs,Shen,0,0.598,0.6,0.806, POKE
Xin Zhao,Gwen,Caitlyn,Viktor,Nautilus,1,0.564,0.8,0.78, POKE
Skarner,Lucian,Rumble,Varus,Rell,0,0.556,0.6,0.776, POKE
Lee Sin,Xayah,Rakan,Renekton,Ahri,1,0.518,0.8,0.8719999999999999,TEAMFIGHT
Poppy,Leona,Ezreal,Yorick,Akali,0,0.396,0.6,0.804,ENGAGE
Pantheon,Lucian,Braum,Ahri,Rumble,0,0.536,0.6,0.8140000000000001,PEEL
Varus,Taliyah,Rakan,Skarner,Ambessa,1,0.5359999999999999,0.6,0.792, POKE
Viego,Kai'Sa,Neeko,LeBlanc,Gnar,0,0.528,0.4,0.8300000000000001, BURST
Aatrox,Lulu,Aphelios,Naafiri,Malzahar,1,0.55,0.6,0.8160000000000001,PEEL
Neeko,Wukong,Akali,Jhin,K'Sante,1,0.48200000000000004,0.6,0.8039999999999999,PEEL
Nocturne,Sylas,Kai'Sa,Alistar,Udyr,0,0.422,0.4,0.8539999999999999, SCALING
Ryze,Vi,Ezreal,Sett,Rell,1,0.47400000000000003,0.8,0.826,PEEL
Syndra,Sion,Xayah,Nautilus,Viego,0,0.472,0.6,0.792, PEEL
Cho'Gath,Xin Zhao,Ahri,Zeri,Lulu,1,0.526,0.8,0.8400000000000001,FLEX
Vi,Galio,Taliyah,Xayah,Blitzcrank,0,0.488,0.6,0.8039999999999999,PEEL
Azir,Lucian,Nami,Wukong,Shen,0,0.562,0.8,0.8119999999999999,PEEL
Hwei,Viego,Jhin,Rakan,Volibear,1,0.5,0.6,0.8160000000000001,PEEL
Varus,Jax,Orianna,Ornn,Nautilus,0,0.44799999999999995,0.6,0.7699999999999999, SIEGE
Corki,Trundle,Rell,Xerath,Kled,1,0.508,0.8,0.7659999999999999, SIEGE
Corki,Xayah,Rakan,Sejuani,Rumble,0,0.604,0.6,0.8119999999999999,PEEL
Vi,Varus,Nautilus,Viktor,Galio,1,0.472,0.8,0.776, PEEL
Pantheon,Ezreal,Karma,Akali,Renekton,1,0.496,0.4,0.8480000000000001, SCALING
Xin Zhao,Neeko,Jhin,Hwei,Mordekaiser,0,0.532,0.8,0.7899999999999998, POKE
Azir,Trundle,Rell,Ambessa,Smolder,0,0.454,1.0,0.7919999999999999, PEEL
Yone,Maokai,Alistar,Senna,Sett,1,0.41,0.8,0.8099999999999999,ENGAGE
Rumble,Sejuani,Yone,Ezreal,Leona,1,0.476,0.6,0.804,PEEL
Maokai,Ambessa,Corki,Taliyah,Ashe,0,0.62,0.6,0.7699999999999999, BURST
Vi,Jinx,Rell,Mel,Renekton,0,0.47000000000000003,0.8,0.82,PEEL
Xayah,Rakan,Wukong,Ahri,Shen,1,0.51,0.8,0.8560000000000001,TEAMFIGHT
Gwen,Xin Zhao,Jhin,Azir,Braum,0,0.5980000000000001,0.8,0.78, POKE
Varus,Wukong,Jax,Rell,Sylas,1,0.41600000000000004,0.6,0.826,PEEL
Neeko,Ezreal,Naafiri,Sett,Ryze,1,0.558,0.6,0.826,PEEL
Pyke,Kai'Sa,Yorick,Maokai,Ambessa,0,0.42200000000000004,0.8,0.8140000000000001,PEEL
Rumble,Skarner,Yone,Lucian,Leona,0,0.466,0.6,0.798, PEEL
K'Sante,Corki,Zyra,Renekton,Nautilus,1,0.44800000000000006,0.8,0.7739999999999999, PEEL
Taliyah,Miss Fortune,Poppy,Aatrox,Alistar,0,0.472,0.6,0.7979999999999999, PEEL
Ahri,Ashe,Nocturne,Elise,Olaf,1,0.51,0.6,0.8400000000000001,FLEX
Yone,Skarner,Rumble,Ezreal,Leona,0,0.476,0.6,0.798, PEEL
Mel,Sejuani,Renekton,Rell,Sivir,1,0.46399999999999997,0.8,0.776, PEEL
Pantheon,Taliyah,Sion,Senna,Nautilus,0,0.466,0.6,0.76, SIEGE
Ashe,Wukong,Ahri,Ornn,Seraphine,1,0.558,1.0,0.8019999999999999, POKE
Azir,Jhin,Maokai,Aatrox,Gragas,1,0.578,0.8,0.78, POKE
Varus,LeBlanc,Xin Zhao,Alistar,Mordekaiser,0,0.434,0.6,0.82,PEEL
Vi,Ambessa,Hwei,Jinx,Lulu,0,0.5279999999999999,0.8,0.8360000000000001,FLEX
Galio,Tristana,Kindred,K'Sante,Neeko,1,0.536,0.6,0.8039999999999999, POKE
Corki,Cho'Gath,Jarvan IV,Sylas,Karma,1,0.504,0.8,0.808, POKE
Yorick,Lee Sin,Kai'Sa,Twisted Fate,Trundle,0,0.47400000000000003,0.6,0.8039999999999999,PEEL
