blue1,blue2,blue3,blue4,blue5,red1,red2,red3,red4,red5,result,league,atakhans,opp_atakhans,golddiffat25,golddiffat20,golddiffat15,golddiffat10,firstmidtower,firstherald,dragons,opp_dragons,void_grubs,opp_void_grubs
Vi,Ahri,Jayce,Miss Fortune,Rell,Gwen,Neeko,Kalista,Wukong,Sylas,0,LCK,0.0,1.0,-5060.0,-2278.0,-835.0,617.0,0.0,0.0,1.0,4.0,0.0,3.0
Sion,Xin Zhao,Viktor,Jhin,Nautilus,Ryze,Varus,Pantheon,Poppy,Ambessa,0,LCK,1.0,0.0,2647.0,912.0,2237.0,517.0,1.0,1.0,1.0,4.0,3.0,0.0
Annie,Xayah,Rakan,K'Sante,Lee Sin,Nidalee,Lucian,Braum,Galio,Gnar,1,LCK,1.0,0.0,15059.0,10651.0,5613.0,282.0,1.0,1.0,3.0,0.0,3.0,0.0
Neeko,Ahri,Ezreal,Sion,Vi,Taliyah,Xin Zhao,Jhin,Alistar,Camille,0,LTA S,0.0,1.0,2538.0,2370.0,745.0,-536.0,1.0,1.0,4.0,2.0,1.0,2.0
Rumble,Poppy,Azir,Tristana,Rell,Galio,Wukong,Annie,Senna,Leona,0,LTA S,0.0,1.0,-2335.0,-1086.0,834.0,650.0,1.0,1.0,2.0,3.0,0.0,3.0
Varus,Ambessa,Braum,Skarner,Orianna,Yasuo,Rakan,Sejuani,Aatrox,Akali,0,LTA S,0.0,1.0,-13227.0,-8792.0,-1674.0,-613.0,0.0,1.0,1.0,3.0,2.0,1.0
Azir,Kai'Sa,Neeko,Renekton,Sejuani,Varus,Wukong,Sylas,Rell,Rumble,1,LTA N,0.0,1.0,3959.0,2052.0,3362.0,1485.0,1.0,1.0,3.0,2.0,3.0,0.0
Yone,Maokai,Ambessa,Ezreal,Karma,Annie,Trundle,Aatrox,Lucian,Nami,1,LTA N,0.0,1.0,6617.0,1923.0,1426.0,1441.0,0.0,1.0,3.0,1.0,3.0,0.0
Ryze,Sion,Smolder,Rakan,Xin Zhao,Senna,Poppy,Orianna,Alistar,Gnar,0,LTA N,1.0,0.0,-3084.0,-3978.0,-5698.0,-1693.0,1.0,1.0,2.0,4.0,1.0,2.0
Taliyah,Corki,Nautilus,Nocturne,Cho'Gath,Pantheon,Aurora,Jayce,Braum,Tristana,1,LTA N,1.0,0.0,2374.0,3025.0,-1291.0,-1339.0,1.0,1.0,2.0,3.0,3.0,0.0
Kalista,Jarvan IV,Renata Glasc,Hwei,K'Sante,Caitlyn,Viktor,Elise,Kha'Zix,Gragas,0,LTA N,0.0,1.0,-1653.0,-2842.0,-50.0,252.0,1.0,1.0,3.0,4.0,1.0,2.0
Taliyah,Xin Zhao,Aatrox,Nilah,Rakan,Ahri,Vi,Kai'Sa,Warwick,Poppy,1,MSI,1.0,0.0,1121.0,2987.0,-663.0,-166.0,1.0,0.0,3.0,1.0,3.0,0.0
Varus,Maokai,Alistar,Jax,Corki,Ryze,Wukong,Ezreal,Rell,K'Sante,1,MSI,1.0,0.0,4018.0,1406.0,2014.0,-128.0,0.0,1.0,3.0,1.0,3.0,0.0
Pantheon,Lucian,Nami,Rumble,Orianna,Trundle,Annie,Nautilus,Jhin,Ornn,0,MSI,1.0,0.0,-3196.0,-497.0,-582.0,376.0,1.0,0.0,3.0,2.0,3.0,0.0
Naafiri,Neeko,Kalista,Blitzcrank,Renekton,Ashe,Nocturne,Seraphine,Akali,Sion,0,MSI,1.0,0.0,-4654.0,-4624.0,-2338.0,-1059.0,0.0,1.0,2.0,2.0,1.0,2.0
Senna,Braum,Yone,Gragas,Jarvan IV,Jayce,Leona,Ziggs,Lillia,Gnar,1,MSI,1.0,0.0,6519.0,4045.0,1700.0,832.0,1.0,1.0,4.0,1.0,0.0,3.0
Taliyah,Poppy,Ambessa,Jhin,Alistar,Rumble,Varus,Nautilus,Corki,Maokai,1,MSI,1.0,0.0,5478.0,3617.0,-1466.0,-703.0,1.0,1.0,4.0,0.0,2.0,1.0
Vi,Ahri,Rakan,Tristana,Sion,Annie,Wukong,Rell,Ezreal,Aatrox,0,MSI,0.0,1.0,-2440.0,1298.0,462.0,1043.0,0.0,1.0,0.0,4.0,3.0,0.0
Neeko,Miss Fortune,Jarvan IV,Yorick,Viktor,Xin Zhao,Caitlyn,Karma,Aurora,Renekton,0,MSI,0.0,1.0,-12366.0,-10914.0,-6718.0,-3899.0,0.0,0.0,0.0,4.0,0.0,3.0
Taliyah,Pantheon,Rumble,Xayah,Rakan,Ahri,Xin Zhao,Galio,Rell,Smolder,1,MSI,0.0,1.0,2976.0,2203.0,-3.0,420.0,1.0,1.0,5.0,2.0,3.0,0.0
Gwen,Vi,Aurora,Jhin,Nautilus,Wukong,Annie,Jax,Corki,Leona,0,MSI,0.0,1.0,-10346.0,-7227.0,-3705.0,-2025.0,0.0,0.0,1.0,3.0,1.0,2.0
Kalista,Neeko,Aatrox,Kha'Zix,Twisted Fate,Ashe,Seraphine,Ambessa,Poppy,Sylas,0,MSI,1.0,0.0,-435.0,4173.0,3928.0,2487.0,1.0,1.0,2.0,2.0,0.0,3.0
Alistar,Yasuo,Azir,Skarner,Renekton,Lucian,Braum,LeBlanc,Viego,K'Sante,0,MSI,0.0,1.0,714.0,-297.0,-1747.0,-1844.0,0.0,0.0,2.0,3.0,0.0,3.0
Karma,Trundle,Ezreal,Gnar,Kassadin,Orianna,Naafiri,Kai'Sa,Bard,Gangplank,0,MSI,0.0,1.0,-7070.0,-2137.0,-1530.0,-92.0,0.0,0.0,1.0,5.0,3.0,0.0
Annie,Xin Zhao,Rumble,Miss Fortune,Alistar,Pantheon,Aurora,Ornn,Ezreal,Leona,1,MSI,1.0,0.0,1971.0,2138.0,2447.0,229.0,1.0,1.0,2.0,2.0,1.0,2.0
Vi,Ahri,Jax,Sivir,Neeko,Taliyah,Skarner,Sion,Varus,Karma,0,MSI,0.0,1.0,-2713.0,-3673.0,-613.0,-523.0,0.0,0.0,0.0,4.0,2.0,1.0
Twisted Fate,Trundle,Rell,Senna,Olaf,Poppy,Veigar,Renekton,Kai'Sa,Rakan,0,MSI,0.0,1.0,-4895.0,-2794.0,538.0,-29.0,0.0,0.0,1.0,3.0,3.0,0.0
Varus,Trundle,Syndra,Alistar,Renekton,Taliyah,Xin Zhao,Jhin,Rell,Gnar,1,MSI,1.0,0.0,1345.0,1144.0,-648.0,-4.0,0.0,1.0,2.0,1.0,0.0,3.0
Pantheon,Corki,Nautilus,Hwei,Jayce,Poppy,Lucian,Braum,Ryze,Gragas,0,MSI,0.0,1.0,-4271.0,-3345.0,-1280.0,1024.0,1.0,1.0,3.0,2.0,2.0,1.0
Wukong,Xayah,Rakan,Ahri,Jax,Miss Fortune,Nunu & Willump,Neeko,Ambessa,Tristana,1,MSI,1.0,0.0,458.0,57.0,-268.0,-483.0,1.0,0.0,3.0,2.0,0.0,3.0
Naafiri,Leona,Kai'Sa,Cho'Gath,Twisted Fate,Sion,Lillia,Caitlyn,Galio,Sylas,0,MSI,0.0,1.0,-3036.0,-2351.0,-3054.0,-349.0,0.0,0.0,0.0,5.0,3.0,0.0
Annie,Viego,K'Sante,Senna,Tahm Kench,Orianna,Vi,Aatrox,Kalista,Seraphine,1,MSI,1.0,0.0,292.0,248.0,550.0,754.0,1.0,1.0,3.0,2.0,3.0,0.0
Azir,Xin Zhao,Renekton,Lucian,Braum,Varus,Maokai,Yone,Jax,Rakan,0,MSI,1.0,0.0,-3009.0,-199.0,625.0,422.0,1.0,1.0,0.0,5.0,3.0,0.0
Vi,Rumble,Alistar,Aurora,Jhin,Wukong,Senna,Tahm Kench,Galio,Ryze,1,MSI,1.0,0.0,5846.0,4884.0,2179.0,1352.0,1.0,1.0,4.0,1.0,3.0,0.0
Viktor,Ezreal,Rell,Gnar,Jarvan IV,Miss Fortune,Nautilus,K'Sante,Orianna,Lee Sin,0,MSI,0.0,1.0,-7630.0,-5298.0,-2246.0,-1223.0,0.0,0.0,1.0,3.0,0.0,3.0
Taliyah,Corki,Poppy,Skarner,Jayce,Twisted Fate,Leona,Kai'Sa,Aatrox,Dr. Mundo,1,MSI,1.0,0.0,2588.0,3206.0,998.0,223.0,1.0,1.0,3.0,2.0,3.0,0.0
Taliyah,Xin Zhao,Rumble,Xayah,Rakan,Orianna,Pantheon,Galio,Rell,Senna,0,MSI,1.0,0.0,-3944.0,-1969.0,-126.0,-730.0,1.0,1.0,1.0,4.0,3.0,0.0
Ryze,Trundle,Yorick,Corki,Neeko,Viktor,Vi,Mordekaiser,Kalista,Renata Glasc,1,MSI,1.0,0.0,6906.0,5871.0,4022.0,1174.0,1.0,1.0,3.0,0.0,3.0,0.0
Twisted Fate,Jhin,Alistar,Cho'Gath,Viego,Varus,Wukong,Azir,Sion,Braum,0,MSI,1.0,0.0,-1921.0,-1269.0,645.0,132.0,0.0,0.0,0.0,4.0,0.0,3.0
Lucian,Ambessa,Leona,Aurora,Poppy,Nautilus,Ziggs,Lee Sin,Shen,Ahri,1,MSI,1.0,0.0,7118.0,2155.0,2360.0,653.0,1.0,1.0,2.0,2.0,3.0,0.0
Yone,Galio,Varus,Maokai,Alistar,Rumble,Pantheon,Aurora,Miss Fortune,Rakan,0,MSI,0.0,1.0,-7320.0,-5630.0,-1697.0,-1114.0,0.0,0.0,1.0,4.0,1.0,2.0
Azir,Wukong,Rell,Kai'Sa,Akali,Gwen,Xin Zhao,Viktor,Leona,Corki,1,MSI,1.0,0.0,1706.0,1214.0,30.0,1385.0,1.0,1.0,2.0,2.0,0.0,3.0
Vi,Sylas,Sion,Caitlyn,Elise,Ahri,Ezreal,Aatrox,Nautilus,Naafiri,1,MSI,1.0,0.0,3867.0,2554.0,1957.0,241.0,1.0,1.0,5.0,0.0,3.0,0.0
Kalista,Sejuani,Renata Glasc,Ambessa,Ryze,Neeko,Skarner,Ashe,K'Sante,Syndra,0,MSI,1.0,0.0,-246.0,-1153.0,-80.0,-1049.0,1.0,1.0,4.0,2.0,0.0,3.0
Pantheon,Sion,Viktor,Ezreal,Leona,Annie,Xin Zhao,Aatrox,Neeko,Corki,0,MSI,0.0,1.0,-2694.0,-1244.0,-389.0,937.0,0.0,1.0,2.0,3.0,2.0,1.0
Vi,Lucian,Nami,K'Sante,Aurora,Kalista,Renata Glasc,Ryze,Wukong,Jax,1,MSI,1.0,0.0,11175.0,9132.0,3390.0,1856.0,1.0,1.0,2.0,2.0,2.0,1.0
Gwen,Zed,Galio,Senna,Thresh,Gragas,Trundle,Swain,Caitlyn,Braum,0,MSI,0.0,1.0,-5483.0,-3117.0,-1713.0,-1141.0,0.0,0.0,0.0,4.0,0.0,3.0
Rumble,Varus,Poppy,Sylas,Jarvan IV,Ambessa,Skarner,Jhin,Nautilus,Cassiopeia,1,MSI,0.0,1.0,5362.0,6980.0,2466.0,851.0,1.0,1.0,3.0,3.0,2.0,1.0
Ornn,Xayah,Rakan,Tristana,Zyra,Jayce,Sejuani,Orianna,Jinx,Tahm Kench,0,MSI,0.0,1.0,-13074.0,-6316.0,-5619.0,-1659.0,0.0,0.0,2.0,1.0,1.0,2.0
Varus,Ryze,Pantheon,Karma,Sion,Jhin,Maokai,Alistar,Cassiopeia,Aatrox,1,MSI,1.0,0.0,2591.0,818.0,389.0,1008.0,1.0,1.0,3.0,3.0,3.0,0.0
Aurora,Vi,Rell,K'Sante,Corki,Annie,Senna,Wukong,Bard,Garen,0,MSI,1.0,0.0,1849.0,-418.0,-291.0,225.0,1.0,1.0,1.0,5.0,0.0,3.0
Neeko,Yorick,Trundle,Orianna,Kai'Sa,Lucian,Nautilus,Naafiri,Cho'Gath,Akali,1,MSI,1.0,0.0,1482.0,2011.0,1894.0,1261.0,1.0,1.0,1.0,2.0,3.0,0.0
Pantheon,Rumble,Rell,Annie,Kai'Sa,Xin Zhao,Aurora,Alistar,Jhin,Ornn,1,MSI,1.0,0.0,7101.0,3417.0,949.0,561.0,1.0,1.0,2.0,1.0,2.0,1.0
Azir,Gwen,Nocturne,Senna,Nautilus,Poppy,Twisted Fate,Jax,Ezreal,Braum,1,MSI,1.0,0.0,1939.0,1397.0,-18.0,477.0,0.0,0.0,4.0,0.0,0.0,3.0
Varus,Trundle,Sion,Bard,Akali,Vi,Taliyah,Ambessa,Ziggs,Rakan,0,MSI,1.0,0.0,969.0,535.0,1275.0,1168.0,0.0,1.0,2.0,3.0,3.0,0.0
Galio,Neeko,Miss Fortune,Smolder,Jarvan IV,Caitlyn,Karma,K'Sante,Sylas,Naafiri,1,MSI,0.0,1.0,3141.0,1558.0,243.0,151.0,1.0,1.0,2.0,2.0,3.0,0.0
Ryze,Sejuani,Camille,Xayah,Blitzcrank,Corki,Skarner,Cassiopeia,Shen,Gragas,1,MSI,1.0,0.0,5416.0,655.0,576.0,1577.0,0.0,0.0,3.0,0.0,2.0,1.0
Azir,Xin Zhao,Sion,Ezreal,Leona,Yone,Rumble,Trundle,Alistar,Sivir,1,MSI,1.0,0.0,3217.0,3797.0,1761.0,238.0,1.0,1.0,3.0,3.0,2.0,1.0
Twisted Fate,Lee Sin,Ambessa,Caitlyn,Karma,Skarner,Ryze,Shen,Jhin,Bard,0,MSI,1.0,0.0,261.0,-128.0,551.0,-388.0,0.0,1.0,1.0,4.0,2.0,1.0
Taliyah,Poppy,Irelia,Xayah,Rell,Aurora,Yorick,Nocturne,Kai'Sa,Rakan,1,MSI,1.0,0.0,7584.0,3972.0,1632.0,710.0,1.0,1.0,3.0,1.0,3.0,0.0
Pantheon,Viktor,K'Sante,Aphelios,Thresh,Vi,Kalista,Renata Glasc,Renekton,Aurelion Sol,1,MSI,1.0,0.0,7832.0,3155.0,2887.0,1121.0,1.0,1.0,4.0,1.0,3.0,0.0
Taliyah,Sion,Poppy,Kalista,Renata Glasc,Pantheon,Orianna,Yorick,Neeko,Jhin,0,MSI,0.0,1.0,-8143.0,-5647.0,-313.0,677.0,0.0,0.0,0.0,4.0,3.0,0.0
Annie,Wukong,Rumble,Ezreal,Rell,Viktor,Xin Zhao,Ornn,Caitlyn,Braum,0,MSI,0.0,1.0,1563.0,1901.0,1497.0,1068.0,1.0,1.0,1.0,4.0,3.0,0.0
Vi,Ambessa,Ahri,Xayah,Gragas,Varus,Skarner,Renekton,Alistar,Ryze,0,MSI,1.0,0.0,865.0,-539.0,252.0,-25.0,0.0,1.0,0.0,4.0,0.0,3.0
Xin Zhao,Taliyah,Gragas,Miss Fortune,Alistar,Azir,Poppy,Yorick,Jhin,Bard,0,MSI,0.0,1.0,-3168.0,-1398.0,-1171.0,-628.0,0.0,0.0,3.0,3.0,0.0,3.0
Rumble,Skarner,Corki,Kai'Sa,Nautilus,Ryze,Wukong,Neeko,Lucian,Galio,0,MSI,0.0,1.0,-7063.0,-4383.0,-3665.0,-1441.0,0.0,0.0,1.0,5.0,2.0,1.0
Rell,Lee Sin,Annie,Xayah,Gwen,Trundle,Ezreal,Braum,Orianna,Gnar,0,MSI,0.0,1.0,-3572.0,-1603.0,-2091.0,-463.0,0.0,0.0,1.0,4.0,3.0,0.0
Jayce,Jinx,Sylas,Blitzcrank,Maokai,Aurora,Jarvan IV,K'Sante,Thresh,Sivir,1,MSI,1.0,0.0,926.0,135.0,-147.0,-508.0,0.0,0.0,2.0,2.0,2.0,1.0
Taliyah,Ezreal,Karma,Aatrox,Sejuani,Neeko,Xin Zhao,Miss Fortune,Sion,Aurora,1,MSI,1.0,0.0,3067.0,-467.0,994.0,-28.0,0.0,1.0,2.0,3.0,0.0,3.0
Pantheon,Rell,Viktor,Corki,Ornn,Annie,Wukong,Renekton,Kalista,Renata Glasc,1,MSI,1.0,0.0,4960.0,749.0,-971.0,741.0,1.0,1.0,4.0,0.0,0.0,3.0
Vi,Ahri,Ambessa,Kai'Sa,Nautilus,Senna,Ryze,Poppy,Gangplank,Alistar,1,MSI,1.0,0.0,4250.0,3628.0,3207.0,754.0,1.0,1.0,3.0,3.0,3.0,0.0
Varus,Rakan,Yorick,Maokai,Tristana,Jhin,Trundle,Bard,Sett,Hwei,0,MSI,0.0,1.0,-4864.0,-5805.0,-992.0,-706.0,0.0,0.0,0.0,4.0,2.0,1.0
Galio,Nocturne,Rumble,Shen,Ashe,Lucian,Lee Sin,Leona,Urgot,Zilean,1,MSI,1.0,0.0,10060.0,8249.0,5036.0,1388.0,1.0,1.0,4.0,0.0,3.0,0.0
Azir,Sejuani,Jax,Xayah,Rakan,Annie,Gwen,Wukong,Neeko,Jhin,0,MSI,1.0,0.0,-2396.0,-937.0,-204.0,-1390.0,0.0,0.0,1.0,4.0,1.0,2.0
Taliyah,Lucian,Braum,Jarvan IV,Ornn,Rumble,Ryze,Skarner,Rell,Ezreal,1,MSI,1.0,0.0,8135.0,1491.0,483.0,-1403.0,1.0,1.0,4.0,0.0,3.0,0.0
Pantheon,Galio,K'Sante,Senna,Alistar,Sion,Viktor,Xin Zhao,Miss Fortune,Bard,1,MSI,0.0,1.0,2677.0,-407.0,-70.0,18.0,1.0,1.0,4.0,1.0,0.0,3.0
Corki,Nocturne,Orianna,Karma,Gragas,Kalista,Poppy,Renata Glasc,Ahri,Zed,1,MSI,0.0,1.0,1236.0,585.0,-306.0,-883.0,1.0,1.0,3.0,4.0,2.0,1.0
Aurora,Nidalee,Renekton,Jinx,Tahm Kench,Lee Sin,Sylas,Ambessa,Draven,Pyke,1,MSI,1.0,0.0,-578.0,-2194.0,-2349.0,-1578.0,0.0,0.0,2.0,2.0,0.0,3.0
Taliyah,Yorick,Jhin,Bard,Wukong,Azir,Trundle,Neeko,Corki,Jax,1,MSI,1.0,0.0,-1444.0,-349.0,-20.0,-455.0,0.0,0.0,2.0,3.0,3.0,0.0
Rell,Rumble,Ezreal,Aurora,Nocturne,Ryze,Lucian,Braum,Jarvan IV,Sion,0,MSI,0.0,1.0,-3496.0,-3445.0,-2230.0,-1267.0,0.0,1.0,1.0,3.0,0.0,3.0
Varus,Skarner,Fiora,Renata Glasc,Akali,Gwen,Vi,Sivir,Annie,Blitzcrank,0,MSI,0.0,1.0,-5452.0,-1789.0,-431.0,718.0,0.0,1.0,3.0,3.0,2.0,1.0
Gwen,Vi,Galio,Jhin,Nautilus,Annie,Wukong,Jayce,Rell,Kai'Sa,0,MSI,0.0,1.0,-375.0,785.0,1189.0,-317.0,1.0,0.0,1.0,3.0,3.0,0.0
Lucian,Braum,Ryze,Lee Sin,Renekton,Trundle,Yorick,Orianna,Karma,Ezreal,1,MSI,1.0,0.0,5785.0,4059.0,2615.0,1536.0,1.0,1.0,5.0,0.0,2.0,1.0
Varus,Rumble,Leona,Viktor,Xin Zhao,Neeko,Jarvan IV,Ornn,Aurora,Miss Fortune,1,MSI,1.0,0.0,5006.0,3348.0,739.0,518.0,1.0,1.0,2.0,2.0,3.0,0.0
Corki,Jax,Rakan,Xayah,Lillia,Ambessa,Sylas,Maokai,Senna,Tahm Kench,1,MSI,1.0,0.0,680.0,-1283.0,-1307.0,401.0,1.0,1.0,4.0,0.0,1.0,2.0
Twisted Fate,Ziggs,Poppy,Aatrox,Olaf,Alistar,Jinx,Skarner,Hwei,Gragas,0,MSI,0.0,1.0,-7049.0,-5489.0,223.0,471.0,0.0,0.0,2.0,2.0,3.0,0.0
Taliyah,Lucian,Braum,Sejuani,Jax,Gwen,Jarvan IV,Orianna,Jhin,Alistar,0,MSI,1.0,0.0,-2848.0,-1717.0,-476.0,496.0,0.0,0.0,3.0,2.0,2.0,1.0
Ryze,Vi,Sion,Senna,Nautilus,Wukong,Corki,Galio,Poppy,Camille,1,MSI,1.0,0.0,2779.0,2265.0,174.0,-1036.0,1.0,1.0,4.0,1.0,1.0,2.0
Azir,Nocturne,Ornn,Xayah,Renata Glasc,Rumble,Xin Zhao,Annie,Rell,Sivir,1,MSI,1.0,0.0,6238.0,3146.0,-154.0,534.0,1.0,1.0,4.0,0.0,1.0,2.0
Viktor,Trundle,Jayce,Zeri,Rakan,Skarner,Jinx,Tahm Kench,K'Sante,Hwei,1,MSI,1.0,0.0,5392.0,2514.0,51.0,322.0,1.0,1.0,2.0,2.0,1.0,2.0
Renekton,Caitlyn,Karma,Viego,Ahri,Nidalee,Aatrox,Aurora,Miss Fortune,Pyke,0,MSI,0.0,1.0,-4338.0,-1508.0,562.0,416.0,0.0,0.0,1.0,4.0,3.0,0.0
Vi,Gwen,Annie,Sivir,Rakan,Rumble,Xin Zhao,Galio,Ezreal,Bard,1,EWC,1.0,0.0,8394.0,3112.0,425.0,-795.0,1.0,0.0,2.0,2.0,2.0,1.0
Aurora,Sejuani,Yone,Miss Fortune,Alistar,Wukong,Orianna,Ambessa,Kai'Sa,Rakan,1,EWC,0.0,1.0,784.0,-1726.0,-526.0,-1147.0,0.0,1.0,3.0,2.0,2.0,1.0
Pantheon,Senna,Nautilus,Syndra,Renekton,Annie,Wukong,Rell,Corki,Jax,1,EWC,1.0,0.0,7941.0,4065.0,1705.0,918.0,1.0,1.0,4.0,1.0,2.0,1.0
Azir,Gragas,Poppy,Jhin,Karma,Renekton,Trundle,Taliyah,Ezreal,Bard,1,EWC,0.0,1.0,-148.0,1828.0,-637.0,161.0,1.0,1.0,2.0,4.0,0.0,3.0
Pantheon,Rumble,Varus,Orianna,Rell,Xin Zhao,Gwen,Ezreal,Ryze,Rakan,1,EWC,1.0,0.0,3074.0,789.0,1281.0,347.0,1.0,0.0,3.0,1.0,0.0,3.0
Azir,Sejuani,Renekton,Alistar,Jhin,Annie,Vi,Rumble,Rakan,Xayah,0,EWC,0.0,1.0,-1769.0,-3825.0,-1114.0,-1941.0,0.0,0.0,1.0,4.0,0.0,3.0
Pantheon,Lucian,Braum,Gwen,Annie,Taliyah,Xin Zhao,Gragas,Senna,Alistar,0,EWC,0.0,1.0,-8200.0,-6180.0,-1864.0,-609.0,0.0,0.0,0.0,4.0,3.0,0.0
Gwen,Sejuani,Yone,Corki,Rell,Taliyah,Xin Zhao,Ambessa,Senna,Alistar,0,EWC,0.0,1.0,-2926.0,-4639.0,-3990.0,-3114.0,0.0,0.0,1.0,4.0,0.0,3.0
Pantheon,Aurora,Kai'Sa,Galio,Neeko,Rumble,Skarner,Viktor,Rell,Jhin,1,EWC,1.0,0.0,2486.0,-964.0,-1730.0,-2393.0,0.0,1.0,2.0,3.0,3.0,0.0
Varus,Rakan,Trundle,Renekton,Syndra,Alistar,Xin Zhao,Orianna,Yasuo,Aatrox,1,EWC,1.0,0.0,7620.0,4218.0,4315.0,3731.0,1.0,0.0,4.0,0.0,2.0,1.0
Varus,Taliyah,Xin Zhao,Rakan,Aurora,Rumble,Azir,Trundle,Alistar,Xayah,1,EWC,1.0,0.0,11149.0,4142.0,1053.0,177.0,1.0,1.0,4.0,0.0,2.0,1.0
Yone,Wukong,Rell,Sivir,Ahri,Sion,Pantheon,Akali,Neeko,Kai'Sa,1,EWC,1.0,0.0,530.0,-1805.0,-818.0,-280.0,1.0,1.0,3.0,2.0,0.0,3.0
Jarvan IV,Jhin,Ryze,Bard,K'Sante,Galio,Lee Sin,Ezreal,Leona,Kindred,1,EWC,1.0,0.0,4350.0,933.0,-698.0,-375.0,1.0,1.0,2.0,2.0,2.0,1.0
Taliyah,Xayah,Rakan,K'Sante,Jarvan IV,Orianna,Nocturne,Neeko,Kai'Sa,Sion,0,EWC,0.0,1.0,-1149.0,-1346.0,-830.0,-136.0,0.0,0.0,3.0,3.0,1.0,2.0
Maokai,Jax,Azir,Sivir,Alistar,Gwen,Xin Zhao,Sylas,Ezreal,Bard,1,EWC,1.0,0.0,4660.0,3308.0,2379.0,1391.0,1.0,1.0,3.0,2.0,3.0,0.0
Vi,Aurora,Rumble,Kalista,Renata Glasc,Trundle,Rell,Ornn,Corki,LeBlanc,0,EWC,0.0,1.0,-3167.0,-336.0,-600.0,-576.0,0.0,1.0,2.0,2.0,3.0,0.0
Pantheon,Rumble,Azir,Neeko,Ezreal,Taliyah,Poppy,Aurora,Corki,Nautilus,1,EWC,1.0,0.0,7760.0,4536.0,1128.0,830.0,1.0,1.0,4.0,0.0,0.0,3.0
Gwen,Galio,Xin Zhao,Jinx,Alistar,Ryze,Ambessa,Trundle,Kai'Sa,Rell,1,EWC,1.0,0.0,2017.0,305.0,1973.0,1094.0,1.0,1.0,3.0,1.0,3.0,0.0
Varus,Skarner,Viktor,Tahm Kench,Jax,Ahri,Jarvan IV,Rakan,Miss Fortune,K'Sante,1,EWC,1.0,0.0,7750.0,3463.0,977.0,919.0,1.0,1.0,2.0,2.0,3.0,0.0
Vi,Neeko,Taliyah,Ezreal,Rumble,Azir,Skarner,Bard,Corki,Aurora,0,EWC,1.0,0.0,-2137.0,-4580.0,-2938.0,-557.0,0.0,1.0,1.0,4.0,0.0,3.0
Ryze,Wukong,Gwen,Lucian,Braum,Cassiopeia,Senna,Sett,Lillia,Rakan,1,EWC,0.0,1.0,2048.0,1189.0,655.0,598.0,1.0,1.0,3.0,2.0,2.0,1.0
Azir,Lucian,Braum,Aurora,Trundle,Gwen,Annie,Wukong,Jhin,Rell,1,EWC,1.0,0.0,11731.0,8465.0,6419.0,672.0,1.0,1.0,2.0,2.0,3.0,0.0
Taliyah,Corki,Skarner,Rakan,Rumble,Galio,Xin Zhao,Alistar,Senna,Yorick,0,EWC,0.0,1.0,-7356.0,-2907.0,-1205.0,-664.0,0.0,0.0,3.0,2.0,3.0,0.0
Maokai,Jayce,Yone,Rell,Corki,Gwen,Skarner,Smolder,Nautilus,Jhin,0,EWC,0.0,1.0,-9285.0,-4268.0,-2139.0,-839.0,0.0,0.0,0.0,4.0,0.0,3.0
Trundle,Annie,Renekton,Xayah,Rakan,Azir,Vi,Aatrox,Alistar,Sivir,1,EWC,0.0,1.0,3659.0,1596.0,-433.0,418.0,1.0,1.0,3.0,2.0,3.0,0.0
Lucian,Braum,Xin Zhao,Ambessa,Galio,Ezreal,Karma,Wukong,Sion,Syndra,1,EWC,1.0,0.0,3335.0,2762.0,2425.0,225.0,1.0,1.0,3.0,2.0,2.0,1.0
